Channel1_Column3,Channel2_Column3,Channel3_Column3,Channel4_Column3,Channel5_Column3,Channel6_Column3
-0.045375,0.012376,-0.043014,-0.017705,-0.035711,-0.004048
-0.046577,0.014681,-0.042061,-0.016266,-0.036293,-0.001615
-0.047778,0.017122,-0.041244,-0.014683,-0.036729,0.000819
-0.049915,0.021731,-0.039338,-0.011374,-0.037601,0.005838
-0.05085,0.024036,-0.038249,-0.009648,-0.037747,0.008271
-0.051651,0.026206,-0.037296,-0.007921,-0.038038,0.010553
-0.052986,0.030409,-0.035117,-0.004324,-0.038038,0.012986
-0.053387,0.032171,-0.034028,-0.002454,-0.038038,0.017245
-0.053654,0.033662,-0.032803,-0.000583,-0.037747,0.019375
-0.053921,0.035696,-0.030352,0.003301,-0.037456,0.0212
-0.053787,0.036103,-0.028991,0.005172,-0.036729,0.024242
-0.05352,0.036103,-0.027629,0.007042,-0.036293,0.025458
-0.052719,0.034883,-0.024634,0.010927,-0.035711,0.026219
-0.052051,0.033662,-0.023,0.012797,-0.034402,0.027284
-0.051384,0.032171,-0.021366,0.014811,-0.033675,0.027436
-0.049648,0.027968,-0.017827,0.018552,-0.032948,0.027284
-0.048713,0.025528,-0.015921,0.020279,-0.031203,0.026675
-0.047511,0.022816,-0.014015,0.022005,-0.03033,0.026067
-0.044974,0.01685,-0.010202,0.025315,-0.029312,0.025306
-0.043639,0.013597,-0.008433,0.026753,-0.026986,0.023481
-0.04217,0.010343,-0.006526,0.028048,-0.025822,0.022264
-0.038832,0.003699,-0.002851,0.03035,-0.024513,0.021048
-0.037096,0.000445,-0.000944,0.03107,-0.02175,0.01831
-0.03496,-0.002809,0.000962,0.031789,-0.020296,0.016941
-0.032957,-0.006063,0.002868,0.032221,-0.018696,0.01542
-0.028284,-0.01257,0.006816,0.032221,-0.015497,0.012226
-0.025613,-0.015689,0.008858,0.031789,-0.013897,0.010553
-0.022809,-0.018672,0.010764,0.031213,-0.012152,0.00888
-0.016934,-0.024502,0.01444,0.029055,-0.008808,0.00523
-0.013729,-0.027078,0.016074,0.02776,-0.007063,0.003404
-0.010525,-0.029654,0.017571,0.026178,-0.005318,0.001579
-0.004116,-0.034128,0.020022,0.022437,-0.003572,-0.000398
